Sword	Refinement	Artifact set	Mainstats	Substat ATK%/CR/CD (N=18)	Substat ATK%/CR/CD (N=20)	Substat ATK%/CR/CD (N=25)
Aquila Favonia no proc	5	2-glad-2-bc	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	2-bc-2-pf	ATK%/PHYS/CD	3/15/0	3/16/1	2/19/4
Aquila Favonia no proc	2	2-bc-2-pf	ATK%/PHYS/CD	2/16/0	2/17/1	1/20/4
Aquila Favonia no proc	3	2-bc-2-pf	ATK%/PHYS/CD	1/16/1	1/17/2	0/20/5
Aquila Favonia no proc	4	2-bc-2-pf	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	2-bc-2-pf	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	2-bc-2-bs	ATK%/PHYS/CD	3/15/0	3/16/1	2/19/4
Aquila Favonia no proc	2	2-bc-2-bs	ATK%/PHYS/CD	2/16/0	2/17/1	1/20/4
Aquila Favonia no proc	3	2-bc-2-bs	ATK%/PHYS/CD	1/16/1	1/17/2	0/20/5
Aquila Favonia no proc	4	2-bc-2-bs	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	2-bc-2-bs	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	2-glad-2-no	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	2	2-glad-2-no	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	3	2-glad-2-no	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	4	2-glad-2-no	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	2-glad-2-no	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	2-bs-2-no	ATK%/PHYS/CD	3/15/0	3/16/1	2/19/4
Aquila Favonia no proc	2	2-bs-2-no	ATK%/PHYS/CD	2/16/0	2/17/1	1/20/4
Aquila Favonia no proc	3	2-bs-2-no	ATK%/PHYS/CD	1/16/1	1/17/2	0/20/5
Aquila Favonia no proc	4	2-bs-2-no	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	2-bs-2-no	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	4-no no active	ATK%/PHYS/CD	3/15/0	3/16/1	2/19/4
Aquila Favonia no proc	2	4-no no active	ATK%/PHYS/CD	2/16/0	2/17/1	1/20/4
Aquila Favonia no proc	3	4-no no active	ATK%/PHYS/CD	1/16/1	1/17/2	0/20/5
Aquila Favonia no proc	4	4-no no active	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	4-no no active	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	4-no with active	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	2	4-no with active	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	3	4-no with active	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	4	4-no with active	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	4-no with active	ATK%/PHYS/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	4-glad	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-glad	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-glad	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-glad	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-glad	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-bc no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-bc no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-bc no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-bc no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-bc no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-bc with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-bc with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-bc with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-bc with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-bc with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-bs no cryo	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-bs no cryo	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-bs no cryo	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-bs no cryo	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-bs no cryo	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-bs cryo	ATK%/CRYO/ATK%	0/9/9	0/10/10	0/12/13
Aquila Favonia no proc	2	4-bs cryo	ATK%/CRYO/ATK%	0/9/9	0/10/10	0/12/13
Aquila Favonia no proc	3	4-bs cryo	ATK%/CRYO/ATK%	0/9/9	0/10/10	0/12/13
Aquila Favonia no proc	4	4-bs cryo	ATK%/CRYO/ATK%	0/9/9	0/10/10	0/12/13
Aquila Favonia no proc	5	4-bs cryo	ATK%/CRYO/ATK%	0/9/9	0/10/10	0/12/13
Aquila Favonia no proc	1	4-bs frozen	ATK%/CRYO/ATK%	0/6/12	0/7/13	0/9/16
Aquila Favonia no proc	2	4-bs frozen	ATK%/CRYO/ATK%	0/6/12	0/7/13	0/9/16
Aquila Favonia no proc	3	4-bs frozen	ATK%/CRYO/ATK%	0/6/12	0/7/13	0/9/16
Aquila Favonia no proc	4	4-bs frozen	ATK%/CRYO/ATK%	0/6/12	0/7/13	0/9/16
Aquila Favonia no proc	5	4-bs frozen	ATK%/CRYO/ATK%	0/6/12	0/7/13	0/9/16
Aquila Favonia no proc	1	4-bolide no shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-bolide no shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-bolide no shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-bolide no shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-bolide no shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-bolide with shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-bolide with shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-bolide with shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-bolide with shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-bolide with shield	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-pf 0 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-pf 0 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-pf 0 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-pf 0 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-pf 0 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-pf 1 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-pf 1 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-pf 1 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-pf 1 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-pf 1 stack	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-pf 2 stacks	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-pf 2 stacks	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-pf 2 stacks	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-pf 2 stacks	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-pf 2 stacks	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	2-glad-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	2-glad-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	2-glad-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	2-glad-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	2-glad-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	2-glad-2-bc	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	2-glad-2-bc	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	2-glad-2-bc	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	2-glad-2-bc	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	2-glad-2-bc	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	2-bc-2-pf	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	2-bc-2-pf	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	2-bc-2-pf	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	2-bc-2-pf	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	2-bc-2-pf	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	2-bc-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	2-bc-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	2-bc-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	2-bc-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	2-bc-2-bs	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	2-glad-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	2-glad-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	2-glad-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	2-glad-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	2-glad-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	2-bs-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	2-bs-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	2-bs-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	2-bs-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	2-bs-2-no	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-no no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-no no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-no no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-no no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-no no active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-no with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	2	4-no with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	3	4-no with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	4	4-no with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	5	4-no with active	ATK%/CRYO/ATK%	0/12/6	0/13/7	0/16/9
Aquila Favonia no proc	1	4-glad	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	2	4-glad	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	3	4-glad	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	4	4-glad	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-glad	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-bc no active	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	4-bc no active	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	4-bc no active	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	4-bc no active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-bc no active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-bc with active	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	4-bc with active	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	4-bc with active	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	4-bc with active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-bc with active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-bs no cryo	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	4-bs no cryo	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	4-bs no cryo	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	4-bs no cryo	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-bs no cryo	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-bs cryo	ATK%/CRYO/CR	2/3/13	2/4/14	2/7/16
Aquila Favonia no proc	2	4-bs cryo	ATK%/CRYO/CR	1/4/13	1/5/14	2/7/16
Aquila Favonia no proc	3	4-bs cryo	ATK%/CRYO/CR	0/4/14	0/5/15	1/7/17
Aquila Favonia no proc	4	4-bs cryo	ATK%/CRYO/CR	0/4/14	0/5/15	0/8/17
Aquila Favonia no proc	5	4-bs cryo	ATK%/CRYO/CR	0/4/14	0/5/15	0/8/17
Aquila Favonia no proc	1	4-bs frozen	ATK%/CRYO/CR	2/0/16	3/1/16	3/3/19
Aquila Favonia no proc	2	4-bs frozen	ATK%/CRYO/CR	1/1/16	2/1/17	2/4/19
Aquila Favonia no proc	3	4-bs frozen	ATK%/CRYO/CR	1/1/16	1/2/17	1/4/20
Aquila Favonia no proc	4	4-bs frozen	ATK%/CRYO/CR	0/1/17	0/2/18	1/4/20
Aquila Favonia no proc	5	4-bs frozen	ATK%/CRYO/CR	0/1/17	0/2/18	0/5/20
Aquila Favonia no proc	1	4-bolide no shield	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	4-bolide no shield	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	4-bolide no shield	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	4-bolide no shield	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-bolide no shield	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-bolide with shield	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	4-bolide with shield	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	4-bolide with shield	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	4-bolide with shield	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-bolide with shield	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-pf 0 stack	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	4-pf 0 stack	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	4-pf 0 stack	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	4-pf 0 stack	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-pf 0 stack	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-pf 1 stack	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	2	4-pf 1 stack	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	3	4-pf 1 stack	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	4	4-pf 1 stack	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-pf 1 stack	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-pf 2 stacks	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	2	4-pf 2 stacks	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	3	4-pf 2 stacks	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	4	4-pf 2 stacks	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-pf 2 stacks	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	2-glad-2-bs	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	2	2-glad-2-bs	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	3	2-glad-2-bs	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	4	2-glad-2-bs	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	2-glad-2-bs	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	2-glad-2-bc	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	2	2-glad-2-bc	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	3	2-glad-2-bc	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	4	2-glad-2-bc	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	2-glad-2-bc	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	2-bc-2-pf	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	2-bc-2-pf	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	2-bc-2-pf	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	2-bc-2-pf	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	2-bc-2-pf	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	2-bc-2-bs	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	2-bc-2-bs	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	2-bc-2-bs	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	2-bc-2-bs	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	2-bc-2-bs	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	2-glad-2-no	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	2	2-glad-2-no	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	3	2-glad-2-no	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	4	2-glad-2-no	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	2-glad-2-no	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	2-bs-2-no	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	2-bs-2-no	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	2-bs-2-no	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	2-bs-2-no	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	2-bs-2-no	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-no no active	ATK%/CRYO/CR	4/5/9	3/7/10	2/10/13
Aquila Favonia no proc	2	4-no no active	ATK%/CRYO/CR	3/6/9	2/7/11	1/10/14
Aquila Favonia no proc	3	4-no no active	ATK%/CRYO/CR	1/7/10	1/8/11	0/11/14
Aquila Favonia no proc	4	4-no no active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-no no active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-no with active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	2	4-no with active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	3	4-no with active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	4	4-no with active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	5	4-no with active	ATK%/CRYO/CR	0/7/11	0/8/12	0/11/14
Aquila Favonia no proc	1	4-glad	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	2	4-glad	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	3	4-glad	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	4	4-glad	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	4-glad	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	4-bc no active	ATK%/CRYO/CD	3/15/0	3/16/1	2/19/4
Aquila Favonia no proc	2	4-bc no active	ATK%/CRYO/CD	2/16/0	2/17/1	1/20/4
Aquila Favonia no proc	3	4-bc no active	ATK%/CRYO/CD	1/16/1	1/17/2	0/20/5
Aquila Favonia no proc	4	4-bc no active	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	4-bc no active	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	4-bc with active	ATK%/CRYO/CD	3/15/0	3/16/1	2/19/4
Aquila Favonia no proc	2	4-bc with active	ATK%/CRYO/CD	2/16/0	2/17/1	1/20/4
Aquila Favonia no proc	3	4-bc with active	ATK%/CRYO/CD	1/16/1	1/17/2	0/20/5
Aquila Favonia no proc	4	4-bc with active	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	4-bc with active	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	4-bs no cryo	ATK%/CRYO/CD	3/15/0	3/16/1	2/19/4
Aquila Favonia no proc	2	4-bs no cryo	ATK%/CRYO/CD	2/16/0	2/17/1	1/20/4
Aquila Favonia no proc	3	4-bs no cryo	ATK%/CRYO/CD	1/16/1	1/17/2	0/20/5
Aquila Favonia no proc	4	4-bs no cryo	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	4-bs no cryo	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	4-bs cryo	ATK%/CRYO/CD	2/13/3	2/14/4	2/16/7
Aquila Favonia no proc	2	4-bs cryo	ATK%/CRYO/CD	1/13/4	1/14/5	2/16/7
Aquila Favonia no proc	3	4-bs cryo	ATK%/CRYO/CD	0/14/4	0/15/5	1/17/7
Aquila Favonia no proc	4	4-bs cryo	ATK%/CRYO/CD	0/14/4	0/15/5	0/17/8
Aquila Favonia no proc	5	4-bs cryo	ATK%/CRYO/CD	0/14/4	0/15/5	0/17/8
Aquila Favonia no proc	1	4-bs frozen	ATK%/CRYO/CD	3/9/6	3/10/7	3/13/9
Aquila Favonia no proc	2	4-bs frozen	ATK%/CRYO/CD	1/10/7	2/11/7	2/13/10
Aquila Favonia no proc	3	4-bs frozen	ATK%/CRYO/CD	1/10/7	1/11/8	2/13/10
Aquila Favonia no proc	4	4-bs frozen	ATK%/CRYO/CD	0/11/7	0/12/8	1/14/10
Aquila Favonia no proc	5	4-bs frozen	ATK%/CRYO/CD	0/11/7	0/12/8	0/14/11
Aquila Favonia no proc	1	4-bolide no shield	ATK%/CRYO/CD	3/15/0	3/16/1	2/19/4
Aquila Favonia no proc	2	4-bolide no shield	ATK%/CRYO/CD	2/16/0	2/17/1	1/20/4
Aquila Favonia no proc	3	4-bolide no shield	ATK%/CRYO/CD	1/16/1	1/17/2	0/20/5
Aquila Favonia no proc	4	4-bolide no shield	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	5	4-bolide no shield	ATK%/CRYO/CD	0/17/1	0/18/2	0/20/5
Aquila Favonia no proc	1	4-bolide with shield	ATK%/CRYO/CD	3/15/0	3/16/1	2/19/4
