Sword	Refinement	Artifact set	Mainstats	E optimized substat ATK%/DEF%/CR/CD	Rotation optimized substat ATK%/DEF%/CR/CD	E optimized damage	Rotation optimized damage
Aquila Favonia no proc	4	2-def-2-no	DEF%/GEO/ATK%	0/20/0/0	0/17/3/0	11433.894516	234841.76380392964
Aquila Favonia no proc	5	2-def-2-no	DEF%/GEO/ATK%	0/20/0/0	0/17/3/0	11433.894516	236349.53107568691
Aquila Favonia no proc	1	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/19/1/0	12411.707615999998	245161.5398635086
Aquila Favonia no proc	2	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/19/1/0	12411.707615999998	246631.61969636436
Aquila Favonia no proc	3	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/18/2/0	12411.707615999998	248108.61932816697
Aquila Favonia no proc	4	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/18/2/0	12411.707615999998	249600.18081210848
Aquila Favonia no proc	5	2-def-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/18/2/0	12411.707615999998	251091.74229604998
Aquila Favonia no proc	1	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	233310.9646858984
Aquila Favonia no proc	2	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	234693.20421391836
Aquila Favonia no proc	3	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	236075.4437419384
Aquila Favonia no proc	4	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	237457.6832699584
Aquila Favonia no proc	5	2-gamb-2-glad	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	238839.92279797842
Aquila Favonia no proc	1	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	232486.05638762636
Aquila Favonia no proc	2	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	233970.3594706464
Aquila Favonia no proc	3	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	235454.6625536664
Aquila Favonia no proc	4	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	236938.9656366864
Aquila Favonia no proc	5	2-gamb-2-no	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	11474.407764	238423.2687197064
Aquila Favonia no proc	1	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12355.247664	245904.0964514764
Aquila Favonia no proc	2	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12355.247664	247393.4506832464
Aquila Favonia no proc	3	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12355.247664	248882.8049150164
Aquila Favonia no proc	4	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12355.247664	250372.1591467864
Aquila Favonia no proc	5	2-gamb-2-petra	DEF%/GEO/ATK%	0/20/0/0	0/20/0/0	12355.247664	251861.5133785564
Aquila Favonia no proc	1	2-glad-2-petra	DEF%/GEO/CR	0/20/0/0	0/4/6/10	13340.1023449344	268664.0991524661
Aquila Favonia no proc	2	2-glad-2-petra	DEF%/GEO/CR	0/20/0/0	0/3/7/10	13340.1023449344	271230.1323947107
Aquila Favonia no proc	3	2-glad-2-petra	DEF%/GEO/CR	0/20/0/0	0/3/7/10	13340.1023449344	273836.5165967155
Aquila Favonia no proc	4	2-glad-2-petra	DEF%/GEO/CR	0/20/0/0	0/3/7/10	13340.1023449344	276442.9007987203
Aquila Favonia no proc	5	2-glad-2-petra	DEF%/GEO/CR	0/20/0/0	0/2/7/11	13340.1023449344	279088.60554626747
Aquila Favonia no proc	1	2-glad-2-no	DEF%/GEO/CR	0/20/0/0	0/3/7/10	12289.1489038944	254197.19602123392
Aquila Favonia no proc	2	2-glad-2-no	DEF%/GEO/CR	0/20/0/0	0/2/7/11	12289.1489038944	256824.440254526
Aquila Favonia no proc	3	2-glad-2-no	DEF%/GEO/CR	0/20/0/0	0/1/8/11	12289.1489038944	259507.66062059999
Aquila Favonia no proc	4	2-glad-2-no	DEF%/GEO/CR	0/20/0/0	0/1/8/11	12289.1489038944	262227.42084206245
Aquila Favonia no proc	5	2-glad-2-no	DEF%/GEO/CR	0/20/0/0	0/1/8/11	12289.1489038944	264947.181063525
Aquila Favonia no proc	1	2-petra-2-no	DEF%/GEO/CR	0/20/0/0	0/5/6/9	13340.1023449344	265076.36192605196
Aquila Favonia no proc	2	2-petra-2-no	DEF%/GEO/CR	0/20/0/0	0/5/6/9	13340.1023449344	267742.03743236733
Aquila Favonia no proc	3	2-petra-2-no	DEF%/GEO/CR	0/20/0/0	0/3/7/10	13340.1023449344	270462.9440643782
Aquila Favonia no proc	4	2-petra-2-no	DEF%/GEO/CR	0/20/0/0	0/3/7/10	13340.1023449344	273252.965689583
Aquila Favonia no proc	5	2-petra-2-no	DEF%/GEO/CR	0/20/0/0	0/3/7/10	13340.1023449344	276042.9873147878
Aquila Favonia no proc	1	2-def-2-glad	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	261265.7275054406
Aquila Favonia no proc	2	2-def-2-glad	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	263546.80475297157
Aquila Favonia no proc	3	2-def-2-glad	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	265827.8820005025
Aquila Favonia no proc	4	2-def-2-glad	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	268108.9592480335
Aquila Favonia no proc	5	2-def-2-glad	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	270390.03649556445
Aquila Favonia no proc	1	2-def-2-no	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	258495.0409272442
Aquila Favonia no proc	2	2-def-2-no	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	260949.66846959974
Aquila Favonia no proc	3	2-def-2-no	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	263404.29601195524
Aquila Favonia no proc	4	2-def-2-no	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	265858.92355431075
Aquila Favonia no proc	5	2-def-2-no	DEF%/GEO/CR	0/20/0/0	0/0/8/12	13168.499976719999	268313.55109666626
Aquila Favonia no proc	1	2-def-2-petra	DEF%/GEO/CR	0/20/0/0	0/2/7/11	14294.654478719998	274372.14261471585
Aquila Favonia no proc	2	2-def-2-petra	DEF%/GEO/CR	0/20/0/0	0/1/8/11	14294.654478719998	276769.0423870091
Aquila Favonia no proc	3	2-def-2-petra	DEF%/GEO/CR	0/20/0/0	0/0/8/12	14294.654478719998	279215.5850057933
Aquila Favonia no proc	4	2-def-2-petra	DEF%/GEO/CR	0/20/0/0	0/0/8/12	14294.654478719998	281678.8015920516
Aquila Favonia no proc	5	2-def-2-petra	DEF%/GEO/CR	0/20/0/0	0/0/8/12	14294.654478719998	284142.01817830984
Aquila Favonia no proc	1	2-gamb-2-glad	DEF%/GEO/CR	0/20/0/0	0/10/3/7	13215.15938088	255150.6187180509
Aquila Favonia no proc	2	2-gamb-2-glad	DEF%/GEO/CR	0/20/0/0	0/8/4/8	13215.15938088	257092.768998461
Aquila Favonia no proc	3	2-gamb-2-glad	DEF%/GEO/CR	0/20/0/0	0/8/4/8	13215.15938088	259083.24332881594
Aquila Favonia no proc	4	2-gamb-2-glad	DEF%/GEO/CR	0/20/0/0	0/7/5/8	13215.15938088	261078.5238982592
Aquila Favonia no proc	5	2-gamb-2-glad	DEF%/GEO/CR	0/20/0/0	0/6/5/9	13215.15938088	263149.7404400783
Aquila Favonia no proc	1	2-gamb-2-no	DEF%/GEO/CR	0/20/0/0	0/12/2/6	13215.15938088	252715.9563068356
Aquila Favonia no proc	2	2-gamb-2-no	DEF%/GEO/CR	0/20/0/0	0/10/3/7	13215.15938088	254746.727988374
Aquila Favonia no proc	3	2-gamb-2-no	DEF%/GEO/CR	0/20/0/0	0/8/4/8	13215.15938088	256819.48766502814
Aquila Favonia no proc	4	2-gamb-2-no	DEF%/GEO/CR	0/20/0/0	0/8/4/8	13215.15938088	258956.9371629818
Aquila Favonia no proc	5	2-gamb-2-no	DEF%/GEO/CR	0/20/0/0	0/7/5/8	13215.15938088	261099.6128030565
Aquila Favonia no proc	1	2-gamb-2-petra	DEF%/GEO/CR	0/20/0/0	0/17/0/3	14229.629138880002	267962.1777621653
Aquila Favonia no proc	2	2-gamb-2-petra	DEF%/GEO/CR	0/20/0/0	0/17/0/3	14229.629138880002	269773.15462566906
Aquila Favonia no proc	3	2-gamb-2-petra	DEF%/GEO/CR	0/20/0/0	0/17/0/3	14229.629138880002	271584.13148917275
Aquila Favonia no proc	4	2-gamb-2-petra	DEF%/GEO/CR	0/20/0/0	0/10/3/7	14229.629138880002	273549.3641640184
Aquila Favonia no proc	5	2-gamb-2-petra	DEF%/GEO/CR	0/20/0/0	0/10/3/7	14229.629138880002	275610.56695250235
Aquila Favonia no proc	1	2-glad-2-petra	DEF%/GEO/CD	0/11/9/0	0/4/16/0	12596.710900548094	268676.4856946124
Aquila Favonia no proc	2	2-glad-2-petra	DEF%/GEO/CD	0/11/9/0	0/4/16/0	12596.710900548094	271223.8356158513
Aquila Favonia no proc	3	2-glad-2-petra	DEF%/GEO/CD	0/11/9/0	0/3/16/1	12596.710900548094	273827.42507890024
Aquila Favonia no proc	4	2-glad-2-petra	DEF%/GEO/CD	0/11/9/0	0/2/17/1	12596.710900548094	276434.0187934028
Aquila Favonia no proc	5	2-glad-2-petra	DEF%/GEO/CD	0/11/9/0	0/2/17/1	12596.710900548094	279100.89598104847
Aquila Favonia no proc	1	2-glad-2-no	DEF%/GEO/CD	0/11/9/0	0/3/16/1	11604.322961954496	254188.7565392943
Aquila Favonia no proc	2	2-glad-2-no	DEF%/GEO/CD	0/11/9/0	0/2/17/1	11604.322961954496	256835.7502255187
Aquila Favonia no proc	3	2-glad-2-no	DEF%/GEO/CD	0/11/9/0	0/1/17/2	11604.322961954496	259499.43277686625
Aquila Favonia no proc	4	2-glad-2-no	DEF%/GEO/CD	0/11/9/0	0/1/17/2	11604.322961954496	262219.10676672374
Aquila Favonia no proc	5	2-glad-2-no	DEF%/GEO/CD	0/11/9/0	0/0/18/2	11604.322961954496	264947.2673895101
Aquila Favonia no proc	1	2-petra-2-no	DEF%/GEO/CD	0/11/9/0	0/5/15/0	12596.710900548094	265067.1507237233
Aquila Favonia no proc	2	2-petra-2-no	DEF%/GEO/CD	0/11/9/0	0/4/16/0	12596.710900548094	267747.19602714514
Aquila Favonia no proc	3	2-petra-2-no	DEF%/GEO/CD	0/11/9/0	0/4/16/0	12596.710900548094	270474.02400659403
Aquila Favonia no proc	4	2-petra-2-no	DEF%/GEO/CD	0/11/9/0	0/3/16/1	12596.710900548094	273243.8935459679
Aquila Favonia no proc	5	2-petra-2-no	DEF%/GEO/CD	0/11/9/0	0/3/16/1	12596.710900548094	276033.8225409726
Aquila Favonia no proc	1	2-def-2-glad	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	261228.7919514876
Aquila Favonia no proc	2	2-def-2-glad	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	263509.5467194781
Aquila Favonia no proc	3	2-def-2-glad	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	265790.3014874686
Aquila Favonia no proc	4	2-def-2-glad	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	268071.0562554591
Aquila Favonia no proc	5	2-def-2-glad	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	270351.8110234496
Aquila Favonia no proc	1	2-def-2-no	DEF%/GEO/CD	0/9/11/0	0/1/18/1	12650.99117046787	258462.81364650297
Aquila Favonia no proc	2	2-def-2-no	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	260912.7775974184
Aquila Favonia no proc	3	2-def-2-no	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	263367.0581251505
Aquila Favonia no proc	4	2-def-2-no	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	265821.33865288267
Aquila Favonia no proc	5	2-def-2-no	DEF%/GEO/CD	0/9/11/0	0/0/18/2	12650.99117046787	268275.6191806148
Aquila Favonia no proc	1	2-def-2-petra	DEF%/GEO/CD	0/9/11/0	0/1/18/1	13732.88893305064	274386.5582837483
Aquila Favonia no proc	2	2-def-2-petra	DEF%/GEO/CD	0/9/11/0	0/1/18/1	13732.88893305064	276798.11127302266
Aquila Favonia no proc	3	2-def-2-petra	DEF%/GEO/CD	0/9/11/0	0/1/18/1	13732.88893305064	279209.664262297
Aquila Favonia no proc	4	2-def-2-petra	DEF%/GEO/CD	0/9/11/0	0/0/18/2	13732.88893305064	281638.98020915163
Aquila Favonia no proc	5	2-def-2-petra	DEF%/GEO/CD	0/9/11/0	0/0/18/2	13732.88893305064	284101.84856653964
Aquila Favonia no proc	1	2-gamb-2-glad	DEF%/GEO/CD	0/12/8/0	0/5/15/0	12383.30476414949	254401.36882779284
Aquila Favonia no proc	2	2-gamb-2-glad	DEF%/GEO/CD	0/12/8/0	0/5/15/0	12383.30476414949	256515.4967690044
Aquila Favonia no proc	3	2-gamb-2-glad	DEF%/GEO/CD	0/12/8/0	0/5/15/0	12383.30476414949	258629.62471021598
Aquila Favonia no proc	4	2-gamb-2-glad	DEF%/GEO/CD	0/12/8/0	0/4/16/0	12383.30476414949	260780.49408956757
Aquila Favonia no proc	5	2-gamb-2-glad	DEF%/GEO/CD	0/12/8/0	0/4/16/0	12383.30476414949	262940.6186469873
Aquila Favonia no proc	1	2-gamb-2-no	DEF%/GEO/CD	0/12/8/0	0/5/15/0	12383.30476414949	251684.77126338478
Aquila Favonia no proc	2	2-gamb-2-no	DEF%/GEO/CD	0/12/8/0	0/5/15/0	12383.30476414949	253955.0048643108
Aquila Favonia no proc	3	2-gamb-2-no	DEF%/GEO/CD	0/12/8/0	0/5/15/0	12383.30476414949	256225.23846523676
Aquila Favonia no proc	4	2-gamb-2-no	DEF%/GEO/CD	0/12/8/0	0/5/15/0	12383.30476414949	258495.4720661627
Aquila Favonia no proc	5	2-gamb-2-no	DEF%/GEO/CD	0/12/8/0	0/4/16/0	12383.30476414949	260802.92473215767
Aquila Favonia no proc	1	2-gamb-2-petra	DEF%/GEO/CD	0/12/8/0	0/6/14/0	13333.916695890754	265811.5997259311
Aquila Favonia no proc	2	2-gamb-2-petra	DEF%/GEO/CD	0/12/8/0	0/5/15/0	13333.916695890754	268061.7437465606
Aquila Favonia no proc	3	2-gamb-2-petra	DEF%/GEO/CD	0/12/8/0	0/5/15/0	13333.916695890754	270339.70305239595
Aquila Favonia no proc	4	2-gamb-2-petra	DEF%/GEO/CD	0/12/8/0	0/5/15/0	13333.916695890754	272617.6623582313
Aquila Favonia no proc	5	2-gamb-2-petra	DEF%/GEO/CD	0/12/8/0	0/5/15/0	13333.916695890754	274895.6216640667
Aquila Favonia no proc	1	2-glad-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	219373.7293843173
Aquila Favonia no proc	2	2-glad-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	221112.47128701222
Aquila Favonia no proc	3	2-glad-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	222851.21318970717
Aquila Favonia no proc	4	2-glad-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	224589.9550924021
Aquila Favonia no proc	5	2-glad-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	226328.696995097
Aquila Favonia no proc	1	2-glad-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	9453.65436288	204062.80246725224
Aquila Favonia no proc	2	2-glad-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	9453.65436288	205793.67340772343
Aquila Favonia no proc	3	2-glad-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	9453.65436288	207524.5443481946
Aquila Favonia no proc	4	2-glad-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	9453.65436288	209255.41528866574
Aquila Favonia no proc	5	2-glad-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	9453.65436288	210986.28622913695
Aquila Favonia no proc	1	2-petra-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	219482.93711772416
Aquila Favonia no proc	2	2-petra-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	221380.71975067412
Aquila Favonia no proc	3	2-petra-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	223278.50238362403
Aquila Favonia no proc	4	2-petra-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	225176.28501657397
Aquila Favonia no proc	5	2-petra-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10554.623426879998	227074.06764952387
Aquila Favonia no proc	1	2-def-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	202963.07005482956
Aquila Favonia no proc	2	2-def-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	204352.71071366523
Aquila Favonia no proc	3	2-def-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	205742.3513725009
Aquila Favonia no proc	4	2-def-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	207131.9920313366
Aquila Favonia no proc	5	2-def-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	208521.63269017226
Aquila Favonia no proc	1	2-def-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	203679.14376952636
Aquila Favonia no proc	2	2-def-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	205209.39087792434
Aquila Favonia no proc	3	2-def-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	206739.63798632234
Aquila Favonia no proc	4	2-def-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	208269.88509472032
Aquila Favonia no proc	5	2-def-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10014.32323584	209800.1322031183
Aquila Favonia no proc	1	2-def-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11180.58758784	220434.28208230995
Aquila Favonia no proc	2	2-def-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11180.58758784	221971.48783615144
Aquila Favonia no proc	3	2-def-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11180.58758784	223508.6935899929
Aquila Favonia no proc	4	2-def-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11180.58758784	225045.8993438344
Aquila Favonia no proc	5	2-def-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11180.58758784	226583.1050976759
Aquila Favonia no proc	1	2-gamb-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	207532.8874635717
Aquila Favonia no proc	2	2-gamb-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	208978.6751328528
Aquila Favonia no proc	3	2-gamb-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	210424.46280213396
Aquila Favonia no proc	4	2-gamb-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	211870.25047141511
Aquila Favonia no proc	5	2-gamb-2-glad	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	213316.03814069618
Aquila Favonia no proc	1	2-gamb-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	208046.83194066494
Aquila Favonia no proc	2	2-gamb-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	209633.22605950836
Aquila Favonia no proc	3	2-gamb-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	211219.62017835176
Aquila Favonia no proc	4	2-gamb-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	212806.01429719522
Aquila Favonia no proc	5	2-gamb-2-no	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	10607.36822784	214392.4084160386
Aquila Favonia no proc	1	2-gamb-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11676.65937984	222798.06337091414
Aquila Favonia no proc	2	2-gamb-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11676.65937984	224391.41613520106
Aquila Favonia no proc	3	2-gamb-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11676.65937984	225984.768899488
Aquila Favonia no proc	4	2-gamb-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11676.65937984	227578.12166377492
Aquila Favonia no proc	5	2-gamb-2-petra	DEF%/ATK%/DEF%	0/20/0/0	0/0/13/7	11676.65937984	229171.47442806186
Aquila Favonia no proc	1	2-glad-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	223652.03543076603
Aquila Favonia no proc	2	2-glad-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	225803.445816816
Aquila Favonia no proc	3	2-glad-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	227954.85620286598
Aquila Favonia no proc	4	2-glad-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	230106.26658891598
Aquila Favonia no proc	5	2-glad-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	232257.67697496602
Aquila Favonia no proc	1	2-glad-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9024.1868803968	209692.01835370352
Aquila Favonia no proc	2	2-glad-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9024.1868803968	211833.68970381602
Aquila Favonia no proc	3	2-glad-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9024.1868803968	213975.36105392853
Aquila Favonia no proc	4	2-glad-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9024.1868803968	216117.03240404103
Aquila Favonia no proc	5	2-glad-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9024.1868803968	218258.7037541535
Aquila Favonia no proc	1	2-petra-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	223787.16224373598
Aquila Favonia no proc	2	2-petra-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	226135.35967353598
Aquila Favonia no proc	3	2-petra-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	228483.55710333597
Aquila Favonia no proc	4	2-petra-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	230831.75453313597
Aquila Favonia no proc	5	2-petra-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10075.1403214368	233179.951962936
Aquila Favonia no proc	1	2-def-2-glad	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	209243.62820781735
Aquila Favonia no proc	2	2-def-2-glad	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	210958.85924303555
Aquila Favonia no proc	3	2-def-2-glad	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	212674.09027825372
Aquila Favonia no proc	4	2-def-2-glad	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	214389.3213134719
Aquila Favonia no proc	5	2-def-2-glad	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	216104.55234869014
Aquila Favonia no proc	1	2-def-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	210127.47674171175
Aquila Favonia no proc	2	2-def-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	212016.25807175448
Aquila Favonia no proc	3	2-def-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	213905.0394017972
Aquila Favonia no proc	4	2-def-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	215793.82073183995
Aquila Favonia no proc	5	2-def-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	9669.913323839999	217682.6020618827
Aquila Favonia no proc	1	2-def-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10796.067825839998	226001.6375369178
Aquila Favonia no proc	2	2-def-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10796.067825839998	227899.0079108633
Aquila Favonia no proc	3	2-def-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10796.067825839998	229796.37828480877
Aquila Favonia no proc	4	2-def-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10796.067825839998	231693.74865875428
Aquila Favonia no proc	5	2-def-2-petra	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10796.067825839998	233591.1190326998
Aquila Favonia no proc	1	2-gamb-2-glad	DEF%/ATK%/CR	0/20/0/0	0/3/7/10	10063.539999359999	208807.20738470854
Aquila Favonia no proc	2	2-gamb-2-glad	DEF%/ATK%/CR	0/20/0/0	0/2/7/11	10063.539999359999	210494.65995637645
Aquila Favonia no proc	3	2-gamb-2-glad	DEF%/ATK%/CR	0/20/0/0	0/2/7/11	10063.539999359999	212205.20103953258
Aquila Favonia no proc	4	2-gamb-2-glad	DEF%/ATK%/CR	0/20/0/0	0/2/7/11	10063.539999359999	213915.74212268868
Aquila Favonia no proc	5	2-gamb-2-glad	DEF%/ATK%/CR	0/20/0/0	0/1/8/11	10063.539999359999	215640.572207378
Aquila Favonia no proc	1	2-gamb-2-no	DEF%/ATK%/CR	0/20/0/0	0/3/7/10	10063.539999359999	209402.56804239884
Aquila Favonia no proc	2	2-gamb-2-no	DEF%/ATK%/CR	0/20/0/0	0/2/7/11	10063.539999359999	211269.0725999833
Aquila Favonia no proc	3	2-gamb-2-no	DEF%/ATK%/CR	0/20/0/0	0/2/7/11	10063.539999359999	213145.96806120148
Aquila Favonia no proc	4	2-gamb-2-no	DEF%/ATK%/CR	0/20/0/0	0/1/8/11	10063.539999359999	215024.31900222859
Aquila Favonia no proc	5	2-gamb-2-no	DEF%/ATK%/CR	0/20/0/0	0/0/8/12	10063.539999359999	216941.93772719408
Aquila Favonia no proc	1	2-gamb-2-petra	DEF%/ATK%/CR	0/20/0/0	0/6/5/9	11078.00975736	223452.88055977557
Aquila Favonia no proc	2	2-gamb-2-petra	DEF%/ATK%/CR	0/20/0/0	0/4/6/10	11078.00975736	225239.919577828
Aquila Favonia no proc	3	2-gamb-2-petra	DEF%/ATK%/CR	0/20/0/0	0/4/6/10	11078.00975736	227047.67499896864
Aquila Favonia no proc	4	2-gamb-2-petra	DEF%/ATK%/CR	0/20/0/0	0/4/6/10	11078.00975736	228855.4304201093
Aquila Favonia no proc	5	2-gamb-2-petra	DEF%/ATK%/CR	0/20/0/0	0/3/7/10	11078.00975736	230687.98490648772
Aquila Favonia no proc	1	2-glad-2-petra	DEF%/ATK%/CD	0/11/9/0	0/0/18/2	9513.692371317311	223661.43933377718
